graph number,cube0_cluster0,cube0_cluster1,cube1_cluster0,cube1_cluster1,cube2_cluster0,cube2_cluster1,cube3_cluster0,cube3_cluster1,Graph Label
512,5,12,18,5,12,5,22,1,tensor([[0]])
513,6,12,20,5,12,6,19,6,tensor([[0]])
514,2,33,35,7,33,2,29,13,tensor([[0]])
515,4,34,38,6,34,4,30,14,tensor([[0]])
516,8,34,42,8,34,8,38,12,tensor([[0]])
517,2,42,44,6,42,2,28,22,tensor([[0]])
518,2,50,52,6,50,2,26,32,tensor([[0]])
519,2,66,68,6,66,2,29,45,tensor([[0]])
520,3,25,29,14,25,3,23,20,tensor([[0]])
521,0,7,9,0,7,0,6,3,tensor([[0]])
522,0,12,12,6,12,0,4,14,tensor([[0]])
523,0,7,8,3,7,0,0,11,tensor([[0]])
524,10,5,15,9,5,10,15,9,tensor([[0]])
525,10,7,17,6,7,10,13,10,tensor([[0]])
526,12,8,20,5,8,12,17,8,tensor([[0]])
527,0,31,32,9,31,0,10,31,tensor([[0]])
528,1,5,6,15,5,1,11,10,tensor([[0]])
529,6,6,12,4,6,6,16,0,tensor([[0]])
530,5,8,14,5,8,5,16,3,tensor([[0]])
531,0,8,9,2,8,0,0,11,tensor([[0]])
532,8,20,28,10,20,8,22,16,tensor([[0]])
533,3,14,17,10,14,3,8,19,tensor([[0]])
534,0,5,8,5,5,0,4,9,tensor([[0]])
535,0,14,14,7,14,0,9,12,tensor([[0]])
536,2,16,18,2,16,2,8,12,tensor([[0]])
537,4,16,20,8,16,4,15,13,tensor([[0]])
538,13,15,28,3,15,13,23,8,tensor([[0]])
539,4,4,8,3,4,4,9,2,tensor([[0]])
540,9,7,18,3,7,9,16,5,tensor([[0]])
541,9,7,16,7,7,9,14,9,tensor([[0]])
542,8,12,20,3,12,8,18,5,tensor([[0]])
543,9,12,21,7,12,9,23,5,tensor([[0]])
544,13,11,24,9,11,13,27,6,tensor([[0]])
545,3,8,13,1,8,3,8,6,tensor([[0]])
546,3,7,12,0,7,3,8,4,tensor([[0]])
547,2,15,17,13,15,2,8,22,tensor([[0]])
548,11,6,17,2,6,11,16,3,tensor([[0]])
549,0,4,6,3,4,0,5,4,tensor([[0]])
550,4,6,12,4,6,4,13,3,tensor([[0]])
551,11,9,20,11,9,11,25,6,tensor([[0]])
552,0,4,4,12,4,0,3,13,tensor([[0]])
553,5,6,12,4,6,5,9,7,tensor([[0]])
554,0,1,1,1,1,0,0,2,tensor([[0]])
555,8,19,27,4,19,8,20,11,tensor([[0]])
556,7,11,18,4,11,7,16,6,tensor([[0]])
557,4,4,9,2,4,4,10,1,tensor([[0]])
558,4,15,19,2,15,4,11,10,tensor([[0]])
559,13,13,28,1,13,13,23,6,tensor([[0]])
560,0,6,6,8,6,0,7,7,tensor([[0]])
561,7,7,14,2,7,7,15,1,tensor([[0]])
562,4,12,16,17,12,4,18,15,tensor([[0]])
563,6,16,23,4,16,6,16,11,tensor([[0]])
564,7,21,29,4,21,7,15,18,tensor([[0]])
565,7,6,13,3,6,7,13,3,tensor([[0]])
566,3,7,10,6,7,3,12,4,tensor([[0]])
567,3,9,12,5,9,3,13,4,tensor([[0]])
568,4,14,18,10,14,4,9,19,tensor([[0]])
569,11,8,19,4,8,11,16,7,tensor([[0]])
570,12,17,31,3,17,12,23,11,tensor([[0]])
571,0,7,7,2,7,0,2,7,tensor([[0]])
572,2,57,60,1,57,2,14,47,tensor([[0]])
573,0,9,12,6,9,0,9,9,tensor([[0]])
574,2,26,29,7,26,2,8,28,tensor([[0]])
575,0,5,7,7,5,0,6,8,tensor([[0]])
576,3,17,20,3,17,3,11,12,tensor([[0]])
577,3,8,14,2,8,3,11,5,tensor([[0]])
578,3,10,14,3,10,3,11,6,tensor([[0]])
579,4,7,13,3,7,4,10,6,tensor([[0]])
580,8,12,20,8,12,8,16,12,tensor([[0]])
581,8,11,20,3,11,8,17,6,tensor([[0]])
582,14,8,24,1,8,14,21,4,tensor([[0]])
583,3,2,5,6,2,3,5,6,tensor([[0]])
584,9,6,17,1,6,9,15,3,tensor([[0]])
585,5,4,9,8,4,5,13,4,tensor([[0]])
586,9,11,21,3,11,9,18,6,tensor([[0]])
587,4,5,9,8,5,4,9,8,tensor([[0]])
588,8,19,27,3,19,8,14,16,tensor([[0]])
589,0,9,12,3,9,0,9,6,tensor([[0]])
590,1,5,6,6,5,1,4,8,tensor([[0]])
591,7,7,14,3,7,7,14,3,tensor([[0]])
592,5,10,15,3,10,5,16,2,tensor([[0]])
593,8,10,18,17,10,8,23,12,tensor([[0]])
594,16,16,33,7,16,16,29,11,tensor([[0]])
595,0,7,7,1,7,0,2,6,tensor([[0]])
596,8,8,19,7,8,8,18,8,tensor([[0]])
597,8,14,23,4,14,8,15,12,tensor([[0]])
598,3,23,26,2,23,3,9,19,tensor([[0]])
599,0,1,3,3,1,0,5,1,tensor([[0]])
600,0,8,8,8,8,0,12,4,tensor([[0]])
601,5,8,13,4,8,5,7,10,tensor([[0]])
602,0,11,11,9,11,0,10,10,tensor([[0]])
603,10,10,20,10,10,10,22,8,tensor([[0]])
604,8,18,27,8,18,8,22,13,tensor([[0]])
605,5,5,12,9,5,5,14,7,tensor([[0]])
606,0,21,21,12,21,0,18,15,tensor([[0]])
607,0,6,6,6,6,0,4,8,tensor([[0]])
608,0,19,19,15,19,0,16,18,tensor([[0]])
609,13,8,21,13,8,13,22,12,tensor([[0]])
610,1,18,19,4,18,1,4,19,tensor([[0]])
611,10,8,20,2,8,10,16,6,tensor([[0]])
612,0,7,9,11,7,0,6,14,tensor([[0]])
613,0,15,31,9,15,0,25,15,tensor([[0]])
614,0,5,7,12,5,0,8,11,tensor([[0]])
615,0,4,8,3,4,0,8,3,tensor([[0]])
616,3,4,7,19,4,3,9,17,tensor([[0]])
617,1,5,8,6,5,1,5,9,tensor([[0]])
618,0,4,8,12,4,0,8,12,tensor([[0]])
619,0,6,9,11,6,0,9,11,tensor([[0]])
620,0,8,8,6,8,0,3,11,tensor([[0]])
621,0,8,10,2,8,0,1,11,tensor([[0]])
622,0,9,11,5,9,0,8,8,tensor([[0]])
623,6,15,21,3,15,6,14,10,tensor([[0]])
624,0,13,16,0,13,0,0,16,tensor([[0]])
625,3,8,11,4,8,3,10,5,tensor([[0]])
626,10,8,18,5,8,10,19,4,tensor([[0]])
627,0,2,4,4,2,0,5,3,tensor([[0]])
628,4,7,11,5,7,4,7,9,tensor([[0]])
629,10,6,16,1,6,10,17,0,tensor([[0]])
630,4,14,18,2,14,4,6,14,tensor([[0]])
631,8,5,13,2,5,8,14,1,tensor([[0]])
632,0,7,7,5,7,0,2,10,tensor([[0]])
633,0,8,12,2,8,0,2,12,tensor([[0]])
634,15,7,22,8,7,15,21,9,tensor([[0]])
635,2,7,9,1,7,2,2,8,tensor([[0]])
636,0,14,14,6,14,0,2,18,tensor([[0]])
637,4,6,10,1,6,4,7,4,tensor([[0]])
638,1,0,2,2,0,1,3,1,tensor([[0]])
639,0,25,28,5,25,0,6,27,tensor([[0]])
640,0,2,4,7,2,0,5,6,tensor([[0]])
641,0,2,4,8,2,0,6,6,tensor([[0]])
642,0,4,8,5,4,0,7,6,tensor([[0]])
643,0,4,8,6,4,0,8,6,tensor([[0]])
644,0,7,9,6,7,0,7,8,tensor([[0]])
645,0,8,10,7,8,0,5,12,tensor([[0]])
646,0,7,10,8,7,0,7,11,tensor([[0]])
647,0,10,12,4,10,0,6,10,tensor([[0]])
648,0,12,14,7,12,0,5,16,tensor([[0]])
649,0,13,14,8,13,0,5,17,tensor([[0]])
650,0,16,17,4,16,0,3,18,tensor([[0]])
651,6,16,23,2,16,6,18,7,tensor([[0]])
652,0,25,27,7,25,0,6,28,tensor([[0]])
653,13,15,28,9,15,13,28,9,tensor([[0]])
654,0,14,16,10,14,0,7,19,tensor([[1]])
655,1,14,16,6,14,1,5,17,tensor([[0]])
656,0,25,27,6,25,0,1,32,tensor([[0]])
657,19,16,35,5,16,19,35,5,tensor([[0]])
658,7,7,16,0,7,7,9,7,tensor([[0]])
659,6,14,21,5,14,6,16,10,tensor([[0]])
660,6,14,20,4,14,6,10,14,tensor([[0]])
661,5,6,11,6,6,5,13,4,tensor([[0]])
662,10,9,19,1,9,10,17,3,tensor([[0]])
663,10,9,19,1,9,10,17,3,tensor([[0]])
664,9,6,18,1,6,9,15,4,tensor([[0]])
665,8,9,20,1,9,8,16,5,tensor([[0]])
666,7,15,22,5,15,7,16,11,tensor([[0]])
667,4,9,13,3,9,4,11,5,tensor([[0]])
668,0,5,5,11,5,0,4,12,tensor([[0]])
669,0,4,4,10,4,0,4,10,tensor([[0]])
670,13,18,31,5,18,13,31,5,tensor([[0]])
671,16,8,26,2,8,16,28,0,tensor([[0]])
672,16,8,24,2,8,16,26,0,tensor([[0]])
673,15,13,33,8,13,15,40,1,tensor([[0]])
674,1,5,7,5,5,1,9,3,tensor([[0]])
675,4,7,11,3,7,4,12,2,tensor([[0]])
676,2,4,6,9,4,2,5,10,tensor([[1]])
677,18,13,37,3,13,18,39,1,tensor([[0]])
678,13,12,26,4,12,13,25,5,tensor([[0]])
679,20,19,39,11,19,20,36,14,tensor([[0]])
680,1,7,8,7,7,1,4,11,tensor([[0]])
681,14,5,19,4,5,14,22,1,tensor([[0]])
682,1,9,10,1,9,1,2,9,tensor([[0]])
683,0,15,15,11,15,0,9,17,tensor([[0]])
684,1,8,9,3,8,1,5,7,tensor([[0]])
685,4,6,10,11,6,4,12,9,tensor([[0]])
686,2,1,4,7,1,2,4,7,tensor([[0]])
687,2,1,3,7,1,2,4,6,tensor([[0]])
688,9,7,16,2,7,9,17,1,tensor([[0]])
689,2,11,13,7,11,2,4,16,tensor([[0]])
690,0,8,8,4,8,0,4,8,tensor([[0]])
691,3,4,7,4,4,3,8,3,tensor([[0]])
692,4,28,32,12,28,4,25,19,tensor([[0]])
693,1,23,25,18,23,1,29,14,tensor([[0]])
694,2,8,12,2,8,2,5,9,tensor([[0]])
695,8,8,17,3,8,8,17,3,tensor([[0]])
696,0,8,10,6,8,0,7,9,tensor([[0]])
697,10,4,14,18,4,10,16,16,tensor([[0]])
698,10,3,13,10,3,10,15,8,tensor([[0]])
699,0,3,5,11,3,0,6,10,tensor([[1]])
700,8,4,13,2,4,8,14,1,tensor([[0]])
701,8,4,12,4,4,8,14,2,tensor([[0]])
702,4,5,9,5,5,4,9,5,tensor([[0]])
703,10,8,18,7,8,10,13,12,tensor([[0]])
704,0,11,11,7,11,0,15,3,tensor([[0]])
705,8,5,15,6,5,8,18,3,tensor([[0]])
706,0,13,13,7,13,0,7,13,tensor([[0]])
707,10,5,17,5,5,10,19,3,tensor([[0]])
708,10,10,20,6,10,10,18,8,tensor([[0]])
709,0,1,1,3,1,0,2,2,tensor([[0]])
710,4,13,17,6,13,4,12,11,tensor([[0]])
711,4,21,25,1,21,4,18,8,tensor([[0]])
712,11,5,17,0,5,11,14,3,tensor([[0]])
713,6,7,13,3,7,6,13,3,tensor([[0]])
714,5,8,13,4,8,5,13,4,tensor([[0]])
715,5,8,13,4,8,5,13,4,tensor([[0]])
716,5,8,13,7,8,5,13,7,tensor([[0]])
717,7,4,11,3,4,7,11,3,tensor([[0]])
718,4,6,10,5,6,4,6,9,tensor([[0]])
719,7,18,26,4,18,7,12,18,tensor([[0]])
720,4,10,16,8,10,4,18,6,tensor([[0]])
721,4,8,12,8,8,4,7,13,tensor([[0]])
722,12,5,18,4,5,12,17,5,tensor([[0]])
723,5,10,15,4,10,5,6,13,tensor([[0]])
724,5,7,12,7,7,5,13,6,tensor([[0]])
725,4,10,14,9,10,4,9,14,tensor([[0]])
726,7,17,24,9,17,7,11,22,tensor([[0]])
727,0,30,31,20,30,0,27,24,tensor([[0]])
728,0,28,29,16,28,0,27,18,tensor([[0]])
729,7,13,21,7,13,7,17,11,tensor([[0]])
730,7,13,21,4,13,7,16,9,tensor([[0]])
731,7,10,18,3,10,7,14,7,tensor([[0]])
732,5,3,8,5,3,5,10,3,tensor([[0]])
733,6,15,21,0,15,6,10,11,tensor([[0]])
734,5,7,12,7,7,5,10,9,tensor([[0]])
735,9,4,13,3,4,9,13,3,tensor([[0]])
736,8,7,15,10,7,8,17,8,tensor([[0]])
737,8,8,16,9,8,8,18,7,tensor([[0]])
738,14,6,20,3,6,14,19,4,tensor([[0]])
739,13,9,23,1,9,13,21,3,tensor([[0]])
740,5,4,9,2,4,5,10,1,tensor([[1]])
741,3,9,12,3,9,3,14,1,tensor([[0]])
742,3,5,8,4,5,3,10,2,tensor([[0]])
743,4,4,8,4,4,4,11,1,tensor([[0]])
744,2,6,9,8,6,2,6,11,tensor([[0]])
745,7,6,13,5,6,7,11,7,tensor([[0]])
746,4,7,11,7,7,4,6,12,tensor([[0]])
747,4,8,12,8,8,4,7,13,tensor([[0]])
748,4,9,13,6,9,4,7,12,tensor([[0]])
749,4,8,12,7,8,4,7,12,tensor([[0]])
750,7,9,16,6,9,7,12,10,tensor([[0]])
751,8,6,14,7,6,8,13,8,tensor([[0]])
752,7,9,16,6,9,7,14,8,tensor([[0]])
753,4,8,12,11,8,4,7,16,tensor([[0]])
754,8,8,17,5,8,8,13,9,tensor([[0]])
755,4,10,14,8,10,4,6,16,tensor([[0]])
756,9,7,16,6,7,9,12,10,tensor([[0]])
757,8,8,16,7,8,8,12,11,tensor([[0]])
758,8,9,17,7,9,8,13,11,tensor([[0]])
759,8,9,17,8,9,8,13,12,tensor([[0]])
760,1,17,18,7,17,1,4,21,tensor([[0]])
761,4,3,7,1,3,4,7,1,tensor([[0]])
762,4,2,6,2,2,4,6,2,tensor([[0]])
763,4,3,7,6,3,4,6,7,tensor([[0]])
764,4,4,8,6,4,4,6,8,tensor([[0]])
765,6,5,11,10,5,6,9,12,tensor([[0]])
766,4,2,6,6,2,4,6,6,tensor([[0]])
767,9,6,15,7,6,9,14,8,tensor([[0]])
768,1,20,22,17,20,1,27,12,tensor([[0]])
769,1,20,22,17,20,1,27,12,tensor([[0]])
770,1,20,22,17,20,1,27,12,tensor([[0]])
771,4,14,18,6,14,4,9,15,tensor([[0]])
772,8,36,47,12,36,8,24,35,tensor([[0]])
773,6,36,47,12,36,6,22,37,tensor([[0]])
774,12,24,36,5,24,12,16,25,tensor([[0]])
775,1,1,2,27,1,1,9,20,tensor([[0]])
776,0,8,8,6,8,0,6,8,tensor([[0]])
777,0,8,8,6,8,0,2,12,tensor([[0]])
778,0,9,12,6,9,0,9,9,tensor([[0]])
779,1,16,17,0,16,1,1,16,tensor([[0]])
780,8,9,18,2,9,8,17,3,tensor([[0]])
781,1,9,11,7,9,1,6,12,tensor([[0]])
782,1,6,7,4,6,1,9,2,tensor([[0]])
783,12,19,34,13,19,12,13,34,tensor([[0]])
784,11,20,33,16,20,11,12,37,tensor([[0]])
785,7,10,18,3,10,7,14,7,tensor([[0]])
786,0,11,11,3,11,0,2,12,tensor([[0]])
787,10,4,14,7,4,10,15,6,tensor([[0]])
788,10,4,14,11,4,10,14,11,tensor([[0]])
789,10,7,17,8,7,10,13,12,tensor([[0]])
790,4,5,9,3,5,4,9,3,tensor([[0]])
791,7,4,11,4,4,7,10,5,tensor([[0]])
792,10,4,14,4,4,10,14,4,tensor([[0]])
793,11,8,20,8,8,11,24,4,tensor([[0]])
794,0,5,5,2,5,0,2,5,tensor([[0]])
795,0,9,9,3,9,0,7,5,tensor([[0]])
796,1,7,8,6,7,1,7,7,tensor([[0]])
797,9,5,14,12,5,9,16,10,tensor([[0]])
798,7,10,18,3,10,7,18,3,tensor([[0]])
799,10,6,17,0,6,10,16,1,tensor([[0]])
800,5,17,22,3,17,5,17,8,tensor([[0]])
801,0,3,5,4,3,0,6,3,tensor([[0]])
802,6,5,11,6,5,6,15,2,tensor([[0]])
803,1,2,3,5,2,1,2,6,tensor([[0]])
804,8,7,15,17,7,8,15,17,tensor([[0]])
805,7,5,12,3,5,7,13,2,tensor([[0]])
806,8,6,14,1,6,8,12,3,tensor([[0]])
807,4,8,12,8,8,4,16,4,tensor([[0]])
808,6,4,10,5,4,6,12,3,tensor([[0]])
809,6,4,10,5,4,6,11,4,tensor([[0]])
810,6,4,10,5,4,6,11,4,tensor([[0]])
811,6,4,10,5,4,6,12,3,tensor([[0]])
812,9,6,15,6,6,9,13,8,tensor([[0]])
813,17,21,38,0,21,17,25,13,tensor([[0]])
814,7,6,13,5,6,7,13,5,tensor([[0]])
815,0,8,8,6,8,0,2,12,tensor([[0]])
816,0,8,8,5,8,0,2,11,tensor([[0]])
817,5,17,22,4,17,5,11,15,tensor([[0]])
818,5,5,11,1,5,5,10,2,tensor([[1]])
819,0,21,22,24,21,0,27,19,tensor([[0]])
820,0,5,7,3,5,0,6,4,tensor([[0]])
821,0,10,12,1,10,0,1,12,tensor([[0]])
822,11,7,19,2,7,11,18,3,tensor([[0]])
823,0,10,10,7,10,0,5,12,tensor([[0]])
824,3,9,16,9,9,3,10,15,tensor([[0]])
825,5,8,15,3,8,5,7,11,tensor([[0]])
826,5,4,10,2,4,5,11,1,tensor([[0]])
827,5,11,17,5,11,5,21,1,tensor([[0]])
828,5,12,18,5,12,5,21,2,tensor([[0]])
829,8,17,27,6,17,8,26,7,tensor([[0]])
830,9,10,20,2,10,9,16,6,tensor([[0]])
831,9,13,23,3,13,9,17,9,tensor([[0]])
832,14,16,30,1,16,14,22,9,tensor([[0]])
833,3,6,9,4,6,3,7,6,tensor([[0]])
834,1,13,17,0,13,1,3,14,tensor([[0]])
835,3,16,19,0,16,3,4,15,tensor([[0]])
836,2,11,14,8,11,2,13,9,tensor([[0]])
837,2,12,15,15,12,2,15,15,tensor([[0]])
838,1,5,7,4,5,1,5,6,tensor([[0]])
839,5,22,27,1,22,5,18,10,tensor([[0]])
840,10,5,15,6,5,10,16,5,tensor([[0]])
841,17,7,24,3,7,17,23,4,tensor([[0]])
842,1,12,14,8,12,1,5,17,tensor([[0]])
843,0,19,19,5,19,0,3,21,tensor([[0]])
844,7,17,25,3,17,7,15,13,tensor([[0]])
845,11,11,23,1,11,11,15,9,tensor([[0]])
846,0,9,9,1,9,0,0,10,tensor([[0]])
847,5,32,37,18,32,5,27,28,tensor([[0]])
848,0,0,3,5,0,0,4,4,tensor([[0]])
849,0,7,7,7,7,0,13,1,tensor([[0]])
850,0,26,27,20,26,0,27,20,tensor([[0]])
851,5,4,10,2,4,5,10,2,tensor([[0]])
852,2,3,5,8,3,2,10,3,tensor([[0]])
853,4,4,8,3,4,4,11,0,tensor([[0]])
854,4,4,8,3,4,4,10,1,tensor([[0]])
855,10,18,28,2,18,10,16,14,tensor([[0]])
856,4,15,19,3,15,4,12,10,tensor([[0]])
857,15,5,20,4,5,15,20,4,tensor([[0]])
858,7,9,18,5,9,7,15,8,tensor([[0]])
859,5,15,20,5,15,5,14,11,tensor([[0]])
860,7,6,13,5,6,7,13,5,tensor([[0]])
861,7,14,21,4,14,7,15,10,tensor([[0]])
862,4,2,6,5,2,4,6,5,tensor([[0]])
863,0,4,4,16,4,0,6,14,tensor([[0]])
864,10,4,14,7,4,10,14,7,tensor([[0]])
865,10,5,15,6,5,10,14,7,tensor([[0]])
866,6,6,12,6,6,6,12,6,tensor([[0]])
867,6,6,12,6,6,6,12,6,tensor([[0]])
868,6,6,12,6,6,6,12,6,tensor([[0]])
869,6,5,11,7,5,6,12,6,tensor([[1]])
870,10,4,14,13,4,10,16,11,tensor([[0]])
871,8,4,12,17,4,8,12,17,tensor([[0]])
872,9,4,13,14,4,9,14,13,tensor([[0]])
873,9,10,21,1,10,9,16,6,tensor([[0]])
874,5,14,21,0,14,5,9,12,tensor([[0]])
875,2,11,15,0,11,2,4,11,tensor([[0]])
876,15,10,25,7,10,15,26,6,tensor([[0]])
877,0,5,9,5,5,0,9,5,tensor([[0]])
878,0,12,12,14,12,0,6,20,tensor([[0]])
879,0,10,10,14,10,0,8,16,tensor([[1]])
880,0,10,11,20,10,0,10,21,tensor([[0]])
881,3,8,12,6,8,3,7,11,tensor([[0]])
882,0,9,9,0,9,0,0,9,tensor([[0]])
883,8,16,25,8,16,8,23,10,tensor([[0]])
884,4,46,50,4,46,4,30,24,tensor([[0]])
885,10,7,17,7,7,10,14,10,tensor([[0]])
886,8,3,12,7,3,8,15,4,tensor([[0]])
887,5,6,13,3,6,5,9,7,tensor([[0]])
888,5,4,9,4,4,5,8,5,tensor([[0]])
889,4,9,15,2,9,4,10,7,tensor([[0]])
890,3,12,17,2,12,3,11,8,tensor([[0]])
891,3,11,14,6,11,3,10,10,tensor([[0]])
892,2,15,19,2,15,2,12,9,tensor([[0]])
893,10,9,21,2,9,10,13,10,tensor([[0]])
894,10,10,22,2,10,10,13,11,tensor([[0]])
895,0,20,20,13,20,0,9,24,tensor([[0]])
896,2,2,4,5,2,2,5,4,tensor([[0]])
897,6,5,11,4,5,6,11,4,tensor([[0]])
898,6,4,10,5,4,6,12,3,tensor([[0]])
899,12,10,22,10,10,12,23,9,tensor([[0]])
900,4,8,12,5,8,4,11,6,tensor([[0]])
901,0,13,13,12,13,0,4,21,tensor([[0]])
902,0,32,32,10,32,0,4,38,tensor([[0]])
903,0,2,2,4,2,0,1,5,tensor([[0]])
904,4,23,28,5,23,4,21,12,tensor([[0]])
905,4,23,28,5,23,4,20,13,tensor([[0]])
906,5,9,14,4,9,5,12,6,tensor([[0]])
907,5,7,18,0,7,5,17,1,tensor([[0]])
908,0,10,11,4,10,0,1,14,tensor([[0]])
909,0,12,13,4,12,0,1,16,tensor([[0]])
910,7,7,14,7,7,7,10,11,tensor([[0]])
911,4,8,12,4,8,4,10,6,tensor([[0]])
912,0,12,13,9,12,0,5,17,tensor([[0]])
913,8,6,14,8,6,8,16,6,tensor([[0]])
914,0,6,10,22,6,0,16,16,tensor([[0]])
915,0,7,8,7,7,0,11,4,tensor([[0]])
916,0,8,9,6,8,0,3,12,tensor([[0]])
917,0,16,23,2,16,0,9,16,tensor([[0]])
918,1,11,12,2,11,1,1,13,tensor([[0]])
919,4,6,10,4,6,4,12,2,tensor([[0]])
920,8,7,15,8,7,8,19,4,tensor([[0]])
921,0,4,8,6,4,0,8,6,tensor([[0]])
922,12,10,22,9,10,12,18,13,tensor([[0]])
923,5,4,9,3,4,5,11,1,tensor([[0]])
924,1,6,11,5,6,1,13,3,tensor([[0]])
925,5,7,12,4,7,5,12,4,tensor([[0]])
926,1,7,12,4,7,1,12,4,tensor([[0]])
927,6,9,17,3,9,6,19,1,tensor([[0]])
928,6,5,11,4,5,6,11,4,tensor([[0]])
929,9,18,30,12,18,9,10,32,tensor([[0]])
930,1,3,4,5,3,1,2,7,tensor([[0]])
931,0,21,22,8,21,0,3,27,tensor([[0]])
932,0,5,5,7,5,0,8,4,tensor([[0]])
933,10,14,24,4,14,10,20,8,tensor([[0]])
934,3,16,23,0,16,3,4,19,tensor([[0]])
935,3,24,33,7,24,3,11,29,tensor([[0]])
936,0,24,28,4,24,0,3,29,tensor([[0]])
937,0,1,2,6,1,0,5,3,tensor([[0]])
938,8,9,17,7,9,8,15,9,tensor([[0]])
939,1,4,5,4,4,1,3,6,tensor([[0]])
940,10,9,19,3,9,10,18,4,tensor([[0]])
941,8,7,17,2,7,8,15,4,tensor([[0]])
942,8,8,18,2,8,8,17,3,tensor([[0]])
943,9,10,19,0,10,9,14,5,tensor([[0]])
944,3,12,15,3,12,3,8,10,tensor([[0]])
945,4,3,7,6,3,4,7,6,tensor([[0]])
946,4,6,10,3,6,4,7,6,tensor([[0]])
947,4,7,11,3,7,4,8,6,tensor([[0]])
948,0,6,6,8,6,0,3,11,tensor([[0]])
949,2,5,9,1,5,2,2,8,tensor([[0]])
950,4,7,12,4,7,4,7,9,tensor([[0]])
951,5,5,10,5,5,5,8,7,tensor([[0]])
952,0,13,14,8,13,0,7,15,tensor([[0]])
953,10,8,19,2,8,10,14,7,tensor([[0]])
954,10,10,20,6,10,10,14,12,tensor([[0]])
955,4,24,28,2,24,4,11,19,tensor([[0]])
956,0,21,21,4,21,0,3,22,tensor([[0]])
957,0,14,15,6,14,0,4,17,tensor([[0]])
958,0,15,16,6,15,0,4,18,tensor([[0]])
959,0,13,14,5,13,0,3,16,tensor([[0]])
960,2,2,4,2,2,2,4,2,tensor([[0]])
961,2,14,19,6,14,2,10,15,tensor([[0]])
962,1,6,7,4,6,1,6,5,tensor([[0]])
963,0,7,9,4,7,0,4,9,tensor([[0]])
964,5,8,13,6,8,5,12,7,tensor([[0]])
965,5,10,15,3,10,5,14,4,tensor([[0]])
966,0,6,6,6,6,0,8,4,tensor([[0]])
967,2,6,8,6,6,2,3,11,tensor([[0]])
968,0,21,21,3,21,0,2,22,tensor([[0]])
969,16,48,69,7,48,16,31,45,tensor([[0]])
970,0,4,4,9,4,0,7,6,tensor([[0]])
971,4,6,11,3,6,4,12,2,tensor([[0]])
972,0,4,5,4,4,0,7,2,tensor([[0]])
973,0,7,8,2,7,0,5,5,tensor([[0]])
974,3,19,22,7,19,3,17,12,tensor([[0]])
975,5,20,25,5,20,5,17,13,tensor([[0]])
976,3,20,24,6,20,3,18,12,tensor([[0]])
977,0,1,8,2,1,0,7,3,tensor([[0]])
978,3,6,10,4,6,3,11,3,tensor([[1]])
979,2,6,9,3,6,2,8,4,tensor([[0]])
980,13,13,26,5,13,13,20,11,tensor([[0]])
981,0,9,9,7,9,0,2,14,tensor([[0]])
982,6,11,17,5,11,6,13,9,tensor([[0]])
983,8,4,12,6,4,8,13,5,tensor([[0]])
984,8,6,14,7,6,8,16,5,tensor([[0]])
985,9,7,16,7,7,9,16,7,tensor([[0]])
986,1,7,8,3,7,1,6,5,tensor([[0]])
987,5,3,9,3,3,5,10,2,tensor([[0]])
988,8,9,19,0,9,8,13,6,tensor([[0]])
989,12,5,17,2,5,12,18,1,tensor([[0]])
990,4,22,26,9,22,4,5,30,tensor([[0]])
991,8,8,16,15,8,8,14,17,tensor([[0]])
992,0,5,9,4,5,0,2,11,tensor([[0]])
993,1,7,8,5,7,1,10,3,tensor([[0]])
994,5,6,11,4,6,5,9,6,tensor([[0]])
995,4,6,12,5,6,4,11,6,tensor([[0]])
996,6,8,14,5,8,6,16,3,tensor([[1]])
997,7,8,15,7,8,7,14,8,tensor([[0]])
998,0,5,5,3,5,0,2,6,tensor([[0]])
999,0,12,12,11,12,0,6,17,tensor([[0]])
1000,0,7,7,5,7,0,3,9,tensor([[0]])
1001,0,5,5,4,5,0,1,8,tensor([[0]])
1002,16,9,25,1,9,16,19,7,tensor([[0]])
1003,0,5,5,5,5,0,2,8,tensor([[0]])
1004,2,3,5,3,3,2,3,5,tensor([[1]])
1005,13,19,32,9,19,13,28,13,tensor([[0]])
1006,4,18,22,7,18,4,15,14,tensor([[0]])
1007,12,4,16,6,4,12,16,6,tensor([[0]])
1008,0,11,12,2,11,0,0,14,tensor([[0]])
1009,4,6,10,8,6,4,10,8,tensor([[0]])
1010,4,5,9,9,5,4,10,8,tensor([[0]])
1011,0,0,0,8,0,0,6,2,tensor([[0]])
1012,10,6,16,8,6,10,21,3,tensor([[0]])
1013,9,5,15,6,5,9,19,2,tensor([[0]])
1014,7,5,12,2,5,7,11,3,tensor([[0]])
1015,0,5,5,5,5,0,0,10,tensor([[0]])
1016,4,5,10,3,5,4,12,1,tensor([[0]])
1017,7,7,14,4,7,7,15,3,tensor([[0]])
1018,3,13,16,5,13,3,8,13,tensor([[0]])
1019,0,5,5,5,5,0,6,4,tensor([[0]])
1020,0,4,4,6,4,0,8,2,tensor([[0]])
1021,2,7,9,5,7,2,13,1,tensor([[0]])
1022,3,47,50,14,47,3,26,38,tensor([[0]])
1023,1,5,6,5,5,1,8,3,tensor([[0]])
1024,1,6,7,6,6,1,10,3,tensor([[0]])
1025,0,24,26,17,24,0,26,17,tensor([[0]])
